LocationID,trip_count,total_fare,avg_fare,avg_distance,avg_tip,Zone,Borough,latitude,longitude,intensity
180,181,4922.83,27.19795580110497,4.974088397790055,0.41464088397790055,Ozone Park,Queens,40.7128,-74.006,0.003246695007982206
203,175,7456.45,42.608285714285714,11.82782857142857,0.1798857142857143,Rosedale,Queens,40.7128,-74.006,0.003139069759098818
20,174,5407.67,31.078563218390805,6.489080459770115,0.07477011494252873,Belmont,Bronx,40.7128,-74.006,0.0031211322176182533
38,167,7157.55,42.85958083832335,12.66556886227545,0.10131736526946108,Cambria Heights,Queens,40.7128,-74.006,0.0029955694272543005
122,166,6930.17,41.74801204819277,8.711084337349398,0.04566265060240964,Hollis,Queens,40.7128,-74.006,0.0029776318857737357
34,161,5177.23,32.15670807453416,2.508944099378882,0.5952173913043478,Brooklyn Navy Yard,Brooklyn,40.7128,-74.006,0.0028879441783709126
19,154,7511.46,48.77571428571429,8.234350649350649,1.5672727272727274,Bellerose,Queens,40.7128,-74.006,0.00276238138800696
11,147,4777.99,32.50333333333333,8.219727891156463,0.08163265306122448,Bath Beach,Brooklyn,40.7128,-74.006,0.002636818597643007
171,139,4303.84,30.962877697841726,6.677482014388489,0.1685611510791367,Murray Hill-Queens,Queens,40.7128,-74.006,0.0024933182657984896
12,129,4055.69,31.439457364341084,3.4615503875968994,2.646279069767442,Battery Park,Manhattan,40.7128,-74.006,0.002313942850992843
178,126,3775.1,29.961111111111112,5.086666666666666,0.11158730158730158,Ocean Parkway South,Brooklyn,40.7128,-74.006,0.002260130226551149
1,126,11298.47,89.67039682539682,0.23658730158730157,12.193253968253968,Newark Airport,EWR,40.7128,-74.006,0.002260130226551149
252,123,4420.43,35.938455284552845,7.250243902439024,1.0922764227642277,Whitestone,Queens,40.7128,-74.006,0.002206317602109455
93,120,6452.01,53.76675,7.025833333333334,6.2385,Flushing Meadows-Corona Park,Queens,40.7128,-74.006,0.002152504977667761
192,117,3673.52,31.397606837606837,5.658034188034188,0.3386324786324786,Queensboro Hill,Queens,40.7128,-74.006,0.002098692353226067
